zone_code;Id;Timestamp;Value
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-11-15T14:30:00+01:00;2158585.023
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-11-15T16:30:00+01:00;2158863.674
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-11-15T23:30:00+01:00;2159392.92
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-11-15T00:30:00+01:00;2156752.696
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-11-15T14:15:00+01:00;2158549.844
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-11-14T14:00:00+01:00;2155869.153
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-11-15T04:00:00+01:00;2156874.462
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-11-14T16:00:00+01:00;2156157.984
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-11-14T20:00:00+01:00;2156567.767
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-13T12:45:00+02:00;1892038.509
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-13T20:45:00+02:00;1893571.67
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-16T16:00:00+02:00;1898272.461
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-13T20:30:00+02:00;1893538.062
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-13T16:00:00+02:00;1892762.523
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-16T04:30:00+02:00;1896554.4740000002
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-14T00:15:00+02:00;1893795.5790000001
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-25T03:00:00+02:00;1920251.958
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-23T20:45:00+02:00;1916860.866
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-23T17:30:00+02:00;1916372.384
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-23T12:30:00+02:00;1915218.0269999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-25T05:45:00+02:00;1920401.024
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-25T14:45:00+02:00;1921843.42
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-19T16:45:00+02:00;1907736.4009999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-19T15:00:00+02:00;1907321.743
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-20T15:45:00+02:00;1910553.346
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-06T10:45:00+02:00;1873177.313
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-06T22:00:00+02:00;1875102.697
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-06T13:30:00+02:00;1873766.791
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-06T18:30:00+02:00;1874714.1409999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-19T08:45:00+02:00;1906088.938
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-19T15:45:00+02:00;1907512.6830000002
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-13T08:45:00+02:00;1891338.448
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-13T03:45:00+02:00;1890995.476
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-13T08:15:00+02:00;1891275.876
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-25T23:30:00+02:00;1923188.08
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-25T16:15:00+02:00;1922232.358
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-23T13:15:00+02:00;1915397.346
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-23T14:45:00+02:00;1915751.217
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-23T17:00:00+02:00;1916282.6709999999
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-20T05:15:00+02:00;1908956.2280000001
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-20T14:45:00+02:00;1910333.0659999999
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-25T17:15:00+02:00;1922441.737
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-11T05:00:00+02:00;1884807.688
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-11T03:00:00+02:00;1884685.8569999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-04T04:00:00+02:00;1865998.1609999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-19T16:00:00+02:00;1907571.4319999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-20T02:45:00+02:00;1908813.2759999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-20T12:30:00+02:00;1909819.529
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-27T23:45:00+02:00;1929254.32
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-24T08:15:00+02:00;1917524.426
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-24T06:45:00+02:00;1917418.5880000002
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-27T21:45:00+02:00;1929155.666
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-24T13:15:00+02:00;1918414.7119999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-27T20:45:00+02:00;1929079.851
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-23T22:45:00+02:00;1916999.417
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-26T17:00:00+02:00;1925463.845
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-26T11:30:00+02:00;1924182.659
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-26T08:45:00+02:00;1923688.445
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-27T01:00:00+02:00;1926355.677
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-26T15:30:00+02:00;1925118.466
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-24T11:00:00+02:00;1917973.08
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-24T12:45:00+02:00;1918308.6369999999
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-24T20:45:00+02:00;1919890.114
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-24T15:45:00+02:00;1918997.884
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-24T17:45:00+02:00;1919409.764
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-07-24T03:30:00+02:00;1917248.615
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-24T10:00:00+02:00;1989127.8930000002
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-24T05:15:00+02:00;1988751.619
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-25T01:30:00+02:00;1991088.8730000001
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-24T11:15:00+02:00;1989337.092
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-24T22:00:00+02:00;1990913.4
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-24T08:45:00+02:00;1988936.7
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-24T12:15:00+02:00;1989516.158
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-23T14:45:00+02:00;1987320.754
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-23T23:00:00+02:00;1988438.4719999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-23T02:15:00+02:00;1985920.695
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-02T05:45:00+02:00;1941086.981
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-11-27T13:45:00+01:00;2186884.941
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-11-27T03:45:00+01:00;2184957.316
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-11-27T12:30:00+01:00;2186517.026
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-06T12:15:00+02:00;1950314.805
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-06T11:15:00+02:00;1950116.69
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-10-09T23:00:00+02:00;2089925.396
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-10-09T19:45:00+02:00;2089737.3169999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-28T06:00:00+02:00;1996098.858
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-03T11:00:00+02:00;1944612.927
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-03T20:15:00+02:00;1946378.552
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-03T04:45:00+02:00;1944009.5359999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-08T20:15:00+02:00;1957587.826
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-08T23:00:00+02:00;1957802.227
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-08T11:00:00+02:00;1955778.632
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-08T09:15:00+02:00;1955457.131
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-08T07:00:00+02:00;1955280.481
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-09T00:00:00+02:00;1957842.9130000002
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-08T12:30:00+02:00;1956076.0369999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-11-27T17:30:00+01:00;2187819.253
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-25T19:15:00+02:00;1991876.4330000002
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-11T09:00:00+02:00;1963269.0019999999
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-11T06:15:00+02:00;1963128.906
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-08-26T00:45:00+02:00;1992133.6519999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-07T10:45:00+02:00;1799204.6709999999
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-04T07:15:00+02:00;1788759.188
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-04T17:15:00+02:00;1790756.2419999999
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-04T23:30:00+02:00;1791536.505
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-04T04:30:00+02:00;1788554.884
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-07T06:15:00+02:00;1798636.0019999999
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-08T20:45:00+02:00;1804102.9440000001
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-07T16:00:00+02:00;1800340.97
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-07T19:15:00+02:00;1800849.148
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-08T04:00:00+02:00;1801608.094
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-08T21:45:00+02:00;1804182.602
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-08T21:15:00+02:00;1804148.01
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-01T11:00:00+02:00;1782552.696
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-01T22:15:00+02:00;1784343.244
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-02T01:45:00+02:00;1784618.205
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-01T08:30:00+02:00;1782132.49
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-05T20:15:00+02:00;1794726.9880000001
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-05T12:00:00+02:00;1793104.368
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-04T08:15:00+02:00;1788852.1809999999
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-02T01:00:00+02:00;1784572.908
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-01T09:45:00+02:00;1782326.6169999999
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-04T10:45:00+02:00;1789323.638
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-04T09:00:00+02:00;1788954.7869999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-04T22:30:00+02:00;1791450.4530000002
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-04T18:30:00+02:00;1790942.71
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-05T06:15:00+02:00;1792124.999
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-06-04T11:15:00+02:00;1789428.8159999999
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-16T20:00:00+02:00;1662161.3290000001
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-05T19:45:00+02:00;1633571.69
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-05T09:15:00+02:00;1631558.612
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-03-30T14:45:00+02:00;1618003.823
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-03-30T14:30:00+02:00;1617946.711
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-03-30T09:00:00+02:00;1616720.507
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-03-30T21:00:00+02:00;1619153.185
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-03-21T10:15:00+01:00;1590924.61
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-03-21T12:45:00+01:00;1591617.515
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-03-21T01:00:00+01:00;1589694.659
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-03-30T14:15:00+02:00;1617896.7380000001
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-03-30T10:30:00+02:00;1617016.564
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-03-28T01:15:00+02:00;1609994.855
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-03-21T16:30:00+01:00;1592567.514
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-03-15T07:45:00+01:00;1572135.886
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-03-15T23:00:00+01:00;1575188.596
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-03-15T21:45:00+01:00;1575103.4719999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-18T12:15:00+02:00;1667014.594
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-10T14:15:00+02:00;1645149.7
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-12T23:45:00+02:00;1652706.533
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-10T02:45:00+02:00;1643535.03
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-10T11:00:00+02:00;1644369.0769999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-17T12:45:00+02:00;1664073.75
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-18T00:30:00+02:00;1665770.062
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-19T03:45:00+02:00;1669194.565
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-17T21:30:00+02:00;1665484.836
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-17T04:45:00+02:00;1662994.6269999999
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-19T21:00:00+02:00;1671875.7580000001
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-19T13:45:00+02:00;1670638.0369999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-19T17:00:00+02:00;1671305.53
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-09T04:45:00+02:00;1640446.035
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-09T08:30:00+02:00;1640714.03
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-09T20:15:00+02:00;1643075.993
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-09T23:15:00+02:00;1643332.8269999998
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-09T11:30:00+02:00;1641280.845
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-19T09:30:00+02:00;1669739.392
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-19T22:30:00+02:00;1672032.9
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-27T13:45:00+02:00;1694224.803
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-27T07:45:00+02:00;1693191.835
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-27T17:30:00+02:00;1694951.29
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-27T23:00:00+02:00;1695611.418
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-27T19:45:00+02:00;1695260.281
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-27T23:15:00+02:00;1695635.76
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-28T00:45:00+02:00;1695779.428
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-01-15T18:45:00+01:00;1369847.8530000001
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-01-15T05:45:00+01:00;1366783.197
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-01-15T15:15:00+01:00;1369140.461
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-01-16T00:45:00+01:00;1370470.755
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-01-15T11:15:00+01:00;1368090.358
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-01-24T08:45:00+01:00;1398472.896
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-01-24T11:45:00+01:00;1399347.63
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-27T18:15:00+02:00;1695060.196
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-27T08:00:00+02:00;1693207.9919999999
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-30T07:30:00+02:00;1700247.54
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-30T15:45:00+02:00;1701586.146
315;11718302-2a7f-4ca6-b6cf-ba6588f33643;2018-04-30T19:30:00+02:00;1702110.8969999999
